index,lightness,width,species
67,4.070819672131147,17.201428571428572,0
68,4.5652459016393445,15.768571428571429,0
69,5.173770491803278,16.715714285714284,0
70,5.915409836065574,16.254285714285714,0
71,1.1232786885245902,19.92142857142857,0
72,1.2563934426229508,17.395714285714284,0
73,1.3704918032786886,18.34285714285714,0
74,5.74,17.551957295373665,1
75,6.469677419354839,20.891459074733092,1
76,6.581935483870968,17.69928825622776,1
77,7.0683870967741935,18.828825622775803,1
78,7.199354838709677,18.97615658362989,1
79,7.929032258064517,19.14804270462633,1
80,8.284516129032259,19.786476868327405,1
81,8.284516129032259,17.551957295373665,1
82,8.284516129032259,15.955871886120995,1
83,8.770967741935484,14.998220640569397,1
84,5.16,18.779715302491105,1
85,7.723225806451614,17.502846975088968,1
86,7.835483870967742,19.565480427046264,1
87,8.078709677419354,19.09893238434164,1
88,8.078709677419354,18.46049822064057,1
89,7.798064516129033,17.920284697508897,1
90,8.284516129032259,19.516370106761567,1
91,7.0683870967741935,16.962633451957295,1
92,7.274193548387098,18.01850533807829,1
93,4.0,17.69928825622776,1
94,6.787741935483871,19.66370106761566,1
95,6.993548387096775,21.529893238434163,1
96,7.610967741935484,16.324199288256228,1
97,8.003870967741936,16.790747330960855,1
98,8.134838709677421,20.62135231316726,1
99,4.636129032258065,18.75516014234876,1
100,4.972903225806451,16.8644128113879,1
101,5.16,19.982918149466197,1
102,5.646451612903226,18.8779359430605,1
103,5.945806451612904,19.418149466192173,1
104,6.394838709677419,21.8,1
105,6.638064516129033,15.955871886120995,1
106,6.787741935483871,18.28861209964413,1
107,6.918709677419355,19.09893238434164,1
108,6.993548387096775,20.154804270462638,1
109,7.0683870967741935,19.393594306049824,1
110,7.0683870967741935,18.43594306049822,1
111,7.236774193548388,17.551957295373665,1
112,7.367741935483872,20.42491103202847,1
113,7.5922580645161295,18.23950177935943,1
114,7.723225806451614,18.558718861209965,1
115,7.760645161290324,21.33345195729537,1
116,8.452903225806452,18.23950177935943,1
117,9.538064516129031,20.30213523131673,1
118,4.767096774193549,19.982918149466197,1
119,5.571612903225807,20.71957295373665,1
120,6.058064516129033,18.19039145907473,1
121,6.095483870967742,20.64590747330961,1
122,6.338709677419355,18.8779359430605,1
123,7.274193548387098,20.891459074733092,1
124,7.311612903225807,14.9,1
125,7.51741935483871,19.46725978647687,1
126,8.976774193548387,18.65693950177936,1
127,5.365806451612904,21.308896797153025,1
128,6.226451612903226,20.20391459074733,1
129,8.789677419354838,16.054092526690393,1
130,9.8,17.06085409252669,1
131,5.0084363256980655,16.598190823290356,0
132,3.123503153082877,17.323167500961862,0
133,1.2596587454805372,17.254376947278445,0
134,1.228506731600016,18.997736168815372,0
135,5.112251125875018,18.662494192906134,0
136,2.440891764202979,19.500595391504604,0
137,3.0402906425803473,18.43067909497793,0
138,4.529700566181203,14.430177112894413,0
139,3.343927211690251,17.18412833128885,0
140,3.361716354425285,20.635900567253646,0
141,1.9373130811738613,18.16567752967074,0
142,2.4403691729022636,17.2157863898894,0
143,2.516578746123421,18.042608801001418,0
144,4.191030942408099,17.92160682180505,0
145,5.48213484249123,13.927096579014481,0
146,4.352074015583922,18.544599115003162,0
147,4.490497446000231,16.824094762429063,0
148,2.085763066481946,18.267093402145868,0
149,5.077942072558164,15.509938193241796,0
150,4.815639964708751,21.282860308424468,0
151,3.743540645918892,16.95518810510078,0
152,3.8499484816327643,18.679949278538263,0
153,2.5231564771917467,19.595544209448228,0
154,3.059645448504483,16.10949541432827,0
155,1.5284617858596408,19.829954845736918,0
156,1.4825819378259608,18.908064743836256,0
157,2.8499255443096203,19.420285390762835,0
158,5.6179580150417525,16.595068395022437,0
159,1.8593307206302663,17.693044683998895,0
160,4.113591892705722,16.501545416140896,0
161,1.7678990393310186,20.3806831097879,0
162,4.555405159058699,14.993788052798992,0
163,2.3138290464731566,17.593308874171296,0
164,2.6915345335163714,17.122258739673665,0
165,3.826615104936544,17.69966407855927,0
166,4.567990473589984,18.353806006443122,0
167,0.5228022284313916,20.20835198580696,0
168,5.003002463970301,18.238745442319164,0
169,-1.1659680724182984,17.538850953304195,0
170,1.7429443038361072,18.507929416316358,0
171,1.1236825520403526,14.832004718608939,0
172,3.7198311794732346,18.083343253532806,0
173,4.867813975443492,18.751720262790872,0
174,3.5245054189829936,18.753460055963107,0
175,3.2324069732680742,17.644213857340155,0
176,4.544768389854244,18.73838499472053,0
177,3.1727091480074576,18.6915508123043,0
178,5.093517623866112,18.51824882331321,0
179,1.325983959906331,15.359961079207817,0
180,1.5516927660799598,16.845177231305797,0
181,2.847378506523014,20.058483514500082,0
182,5.691048849718996,21.355337230415817,0
183,5.52809063090532,15.853418066387905,0
184,5.015356589790327,18.369093396292865,0
185,0.547998520126507,17.1639278734074,0
186,1.5946697095716174,14.206118771940163,0
187,0.529031548719519,18.337464838570963,0
188,3.836497658645847,16.652762556616114,0
189,2.4004620258701284,22.06428117583767,0
190,4.83311882868159,15.834802549066303,0
191,4.873886221295328,18.289275005874963,0
192,3.963965324053917,17.582407494046887,0
193,3.1729122518916677,19.60341461111083,0
194,4.508297172116895,19.41479218432591,0
195,3.949547509267832,21.10142515060831,0
196,4.990459908759588,16.830275793212987,0
197,4.163667469998501,17.625683294323636,0
198,3.7098201009546097,18.08017445065084,0
199,2.77745814655423,13.120749712823294,0
200,2.244753615880817,17.342974439590783,0
201,4.990097069879416,17.65338363689403,0
202,5.527436130243325,21.480588616726088,0
203,2.5885656661081122,16.3774583241711,0
204,4.27437306962301,19.055142138766435,0
205,3.8925821798755695,18.14528998070198,0
206,2.607138536320673,16.444071172721866,0
207,4.5478552161765915,18.03361850970585,0
208,3.5663114954090904,18.09678799179172,0
209,7.189515346527104,14.166709970499209,0
210,4.6727806594773975,17.310211261029387,0
211,3.5513971565042777,17.251445921503798,0
212,2.4475110946789442,19.32909994434427,0
213,2.9501034216347786,20.415484222408917,0
214,4.2059644597225025,19.144638000802384,0
215,1.2124158434447083,15.824774301037365,0
216,4.939929888955931,19.65751254193433,0
217,2.899963097968223,21.457298500376492,0
218,4.902147466158992,21.468433031138705,0
219,4.423241668944649,17.197860924909733,0
220,2.929987335917998,20.782635749196018,0
221,3.5162492242793246,18.265717235792447,0
222,3.934345649421197,19.639833890019062,0
223,2.4927782729500443,16.246197020223004,0
224,2.35900706029598,18.398298163392223,0
225,4.908640421052638,15.621795849562913,0
226,3.6050346238775726,14.369971847390051,0
227,2.851617302073748,18.000890722519323,0
228,-0.2734460864440935,19.774405519562276,0
229,1.9544139062928247,17.500203889581986,0
230,2.690375322770744,16.054952503159654,0
231,5.752356873632274,18.37001485786501,1
232,7.028005029706759,21.722562501786392,1
233,6.66717825599226,17.928861432366137,1
234,6.104118579864827,18.821609196547012,1
235,7.2973678333573115,18.32307744875323,1
236,7.989035625920345,19.291017955945005,1
237,6.647866552812156,19.110297308493045,1
238,7.285517566865009,19.03764361719976,1
239,7.847416989875427,16.99865436592587,1
240,5.111425243326831,17.444496118545537,1
241,7.237793118550272,16.905749244926717,1
242,8.996060379247718,16.04406639572162,1
243,8.094872090948703,20.136577564125698,1
244,5.942461329085175,18.3466018654083,1
245,6.789246066823638,19.41451669463489,1
246,5.966484455785042,17.95686372831953,1
247,5.903433861913466,18.93083262975007,1
248,6.634556835696519,16.452771087182953,1
249,7.056932365613121,20.380177000877502,1
250,6.888693268079133,21.65869550642521,1
251,8.253908338113108,19.549298535937993,1
252,6.845986997463022,16.443065501876898,1
253,7.421977252129113,21.474536507146613,1
254,7.3287997411185435,20.390745926825907,1
255,7.24516695384559,18.87893595373156,1
256,3.6471118541671643,18.500736392300514,1
257,9.599951685120953,21.695017100507012,1
258,6.489480068039316,17.86307285711724,1
259,6.904732090773084,18.96762887455784,1
260,8.057995044077362,17.666883798621605,1
261,8.422899797777413,17.986427144035385,1
262,7.605915923222546,16.46738422322386,1
263,5.941295592184887,16.74995305341143,1
264,6.35538973592513,18.398497309862147,1
265,5.986686896350417,16.546889690107484,1
266,6.970288384991408,19.79348937783965,1
267,8.864227038498878,17.257061500026673,1
268,6.326858317936666,20.695889867068956,1
269,7.694958177064324,17.983831122347723,1
270,4.633698515205502,17.782845343536618,1
271,6.535396184164535,19.686536986447354,1
272,6.693329039920786,16.583404249073627,1
273,6.946932884314696,16.365585523427555,1
274,8.027962933062934,18.092763153619785,1
275,6.457673598796312,19.372060100145564,1
276,6.271439580498363,19.595173765908278,1
277,6.104331186631908,22.206978226636597,1
278,5.803008640095284,17.678980408793628,1
279,7.484271386412619,20.337201049404033,1
280,6.4788524993976315,19.48991221081358,1
281,6.648702979763316,18.636176881223026,1
282,9.018133833390303,18.7164059676063,1
283,9.816097344210053,18.610043288462798,1
284,6.2953792799073955,15.555053940958096,1
285,4.7202077978013115,21.042443046473245,1
286,7.3270357959697785,17.809177159743953,1
287,8.402294387390775,17.14252099294778,1
288,6.38963405183965,21.783467470647288,1
289,9.93766862598188,16.457361101678675,1
290,8.95563921667184,20.646329002795607,1
291,6.394345239751534,18.672869759471958,1
292,8.636346669348262,18.277604095178283,1
293,7.623577873624058,20.501356697298235,1
294,7.828305350160204,17.68832136736021,1
295,6.9899088593280245,17.80704433998594,1
296,7.851131653891578,19.455006759672322,1
297,8.753868566220468,19.115577153530275,1
298,7.358311369781781,20.10198817344536,1
299,6.713742532567338,17.90874833957286,1
300,7.1292972250664075,15.60191226940665,1
301,5.570016156364135,18.77500670674938,1
302,7.841653253705827,14.437500061385052,1
303,6.492860604739033,18.89420581714744,1
304,7.356223273473185,18.342206165970328,1
305,5.991815302307268,19.025188500099702,1
306,5.567438123656746,17.930443908776112,1
307,6.823569608260163,16.02054720281196,1
308,6.584596318095659,18.347593648929184,1
309,6.123214374165517,20.709234093656182,1
310,7.597460123242486,17.055948185177613,1
311,6.871654583342849,16.058309519576255,1
312,7.466950398482604,18.532982588871107,1
313,8.578717322921039,19.292753938502408,1
314,7.615807118958586,21.349303138625643,1
315,5.9967866393428455,19.478711527968343,1
316,6.29036490904775,20.548228039693928,1
317,5.447750911148007,17.989350487021287,1
318,6.881153687414991,18.83398032998449,1
319,5.913402813969412,21.121925662839306,1
320,7.165275909226083,17.925192162745223,1
321,9.655880150567572,16.415234635935473,1
322,8.390747862206316,20.01588527289543,1
323,8.357089591348403,18.022701930881755,1
324,7.780464999492108,19.675073241705906,1
325,6.830169393220602,17.69570630074785,1
326,7.195723774450746,16.240421348384153,1
327,9.16185159194775,19.003781240964493,1
328,8.425714497318825,17.91636377026233,1
329,6.739416522530271,21.204809118009166,1
330,5.535443585864229,16.784727871393144,1
